domain,subdomain,track_name,skills,description,pathway_json,source,model_used
Technology,Mechanical Engineering,Mechanical Engineer,"CAD, Mechanics, Materials, Manufacturing, Simulation, Problem Solving","Designs and improves mechanical products, machines, and systems.","[{""phaseName"":""Phase 1: CAD Foundations"",""items"":[{""title"":""[Free YouTube] Learn CAD fundamentals for Mechanical Engineer"",""resourceUrl"":""https://www.youtube.com/results?search_query=CAD%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Mechanical Engineer skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured CAD course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=CAD"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Mechanics Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Mechanics with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Mechanics%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Mechanics references and examples"",""resourceUrl"":""https://www.google.com/search?q=Mechanics%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Mechanics with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Mechanics"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Materials Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Mechanical Engineer project using Materials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Materials%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Mechanical Engineer"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Mechanical%20Engineer%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Mechanical Engineer interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Mechanical%20Engineer%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Mechanical Engineer interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Mechanical%20Engineer%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Technology,Civil Engineering,Civil Engineer,"Structural Design, AutoCAD, Surveying, Project Planning, Materials, Safety",Designs and supervises infrastructure and construction projects.,"[{""phaseName"":""Phase 1: Structural Design Foundations"",""items"":[{""title"":""[Free YouTube] Learn Structural Design fundamentals for Civil Engineer"",""resourceUrl"":""https://www.youtube.com/results?search_query=Structural%20Design%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Civil Engineer skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Structural Design course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Structural%20Design"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: AutoCAD Core Tools"",""items"":[{""title"":""[Free YouTube] Practice AutoCAD with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=AutoCAD%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official AutoCAD references and examples"",""resourceUrl"":""https://www.google.com/search?q=AutoCAD%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study AutoCAD with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=AutoCAD"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Surveying Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Civil Engineer project using Surveying"",""resourceUrl"":""https://www.youtube.com/results?search_query=Surveying%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Civil Engineer"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Civil%20Engineer%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Civil Engineer interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Civil%20Engineer%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Civil Engineer interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Civil%20Engineer%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Technology,Electrical Engineering,Electrical Engineer,"Circuits, Power Systems, Embedded Systems, MATLAB, Testing, Safety","Designs electrical systems, electronics, and power infrastructure.","[{""phaseName"":""Phase 1: Circuits Foundations"",""items"":[{""title"":""[Free YouTube] Learn Circuits fundamentals for Electrical Engineer"",""resourceUrl"":""https://www.youtube.com/results?search_query=Circuits%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Electrical Engineer skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Circuits course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Circuits"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Power Systems Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Power Systems with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Power%20Systems%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Power Systems references and examples"",""resourceUrl"":""https://www.google.com/search?q=Power%20Systems%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Power Systems with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Power%20Systems"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Embedded Systems Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Electrical Engineer project using Embedded Systems"",""resourceUrl"":""https://www.youtube.com/results?search_query=Embedded%20Systems%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Electrical Engineer"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Electrical%20Engineer%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Electrical Engineer interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Electrical%20Engineer%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Electrical Engineer interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Electrical%20Engineer%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Technology,Robotics,Robotics Engineer,"Python, C++, Control Systems, Sensors, ROS, Mechanical Design","Builds robotic systems that integrate software, electronics, and mechanics.","[{""phaseName"":""Phase 1: Python Foundations"",""items"":[{""title"":""[Free YouTube] Learn Python fundamentals for Robotics Engineer"",""resourceUrl"":""https://www.youtube.com/results?search_query=Python%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Robotics Engineer skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Python course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Python"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: C++ Core Tools"",""items"":[{""title"":""[Free YouTube] Practice C++ with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=C%2B%2B%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official C++ references and examples"",""resourceUrl"":""https://www.google.com/search?q=C%2B%2B%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study C++ with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=C%2B%2B"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Control Systems Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Robotics Engineer project using Control Systems"",""resourceUrl"":""https://www.youtube.com/results?search_query=Control%20Systems%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Robotics Engineer"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Robotics%20Engineer%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Robotics Engineer interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Robotics%20Engineer%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Robotics Engineer interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Robotics%20Engineer%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Design,Biotechnology,Biotech Research Associate,"Lab Techniques, Biology, Data Recording, PCR, Quality Control, Research",Supports biological research and product development in lab environments.,"[{""phaseName"":""Phase 1: Lab Techniques Foundations"",""items"":[{""title"":""[Free YouTube] Learn Lab Techniques fundamentals for Biotech Research Associate"",""resourceUrl"":""https://www.youtube.com/results?search_query=Lab%20Techniques%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Biotech Research Associate skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Lab Techniques course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Lab%20Techniques"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Biology Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Biology with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Biology%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Biology references and examples"",""resourceUrl"":""https://www.google.com/search?q=Biology%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Biology with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Biology"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Data Recording Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Biotech Research Associate project using Data Recording"",""resourceUrl"":""https://www.youtube.com/results?search_query=Data%20Recording%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Biotech Research Associate"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Biotech%20Research%20Associate%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Biotech Research Associate interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Biotech%20Research%20Associate%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Biotech Research Associate interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Biotech%20Research%20Associate%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
General,Environmental Science,Environmental Scientist,"Ecology, GIS, Sampling, Data Analysis, Regulation, Reporting",Studies environmental systems and supports sustainability decisions.,"[{""phaseName"":""Phase 1: Ecology Foundations"",""items"":[{""title"":""[Free YouTube] Learn Ecology fundamentals for Environmental Scientist"",""resourceUrl"":""https://www.youtube.com/results?search_query=Ecology%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Environmental Scientist skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Ecology course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Ecology"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: GIS Core Tools"",""items"":[{""title"":""[Free YouTube] Practice GIS with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=GIS%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official GIS references and examples"",""resourceUrl"":""https://www.google.com/search?q=GIS%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study GIS with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=GIS"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Sampling Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Environmental Scientist project using Sampling"",""resourceUrl"":""https://www.youtube.com/results?search_query=Sampling%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Environmental Scientist"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Environmental%20Scientist%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Environmental Scientist interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Environmental%20Scientist%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Environmental Scientist interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Environmental%20Scientist%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,




